FWBscore,SAVEHABIT,SUBKNOWL1,SCFHORIZON,segment,sample_share_pct
40.5625,2.330357142857143,3.4330357142857144,2.3294642857142858,Vulnerables reactivos,17.905675459632295
53.306501547987615,4.661764705882353,5.005417956656347,1.5472136222910218,Informados inconsistentes,20.655475619504397
53.80990099009901,4.327722772277228,4.527722772277228,3.767821782178218,Ahorradores en desarrollo,32.29416466826539
70.13384530992869,5.52111903455842,5.528250137136588,3.9983543609435,Resilientes planificadores,29.144684252597923
